,location,size,total_sqft,bath,price,bhk,price_per_sqft
9483,Uttarahalli,2 BHK,900.0,2.0,35.0,2,3888
9484,Raja Rajeshwari Nagar,3 BHK,1757.0,3.0,98.0,3,5577
9485,Kudlu,2 BHK,1027.0,2.0,44.0,2,4284
9486,Whitefield,3 BHK,1626.0,3.0,85.0,3,5227
9487,other,2 BHK,1200.0,2.0,54.0,2,4500
9488,Hoodi,3 BHK,1559.0,3.0,81.55,3,5230
9489,Amruthahalli,2 BHK,1190.0,2.0,50.0,2,4201
9490,KR Puram,2 BHK,1200.0,2.0,72.0,2,6000
9491,Harlur,2 BHK,1174.0,2.0,74.0,2,6303
9492,Kanakpura Road,2 BHK,1140.0,2.0,65.0,2,5701
9493,other,3 BHK,1603.0,2.0,125.0,3,7797
9494,Subramanyapura,3 BHK,1278.0,3.0,70.0,3,5477
9495,other,3 BHK,2180.0,3.0,285.0,3,13073
9496,Banashankari Stage III,2 BHK,1085.0,2.0,50.0,2,4608
9497,Whitefield,2 BHK,1195.0,2.0,61.36,2,5134
9498,other,1 Bedroom,450.0,1.0,30.0,1,6666
9499,Rajaji Nagar,4 BHK,6500.0,5.0,1400.0,4,21538
9500,Attibele,1 BHK,550.0,1.0,11.5,1,2090
9501,Kenchenahalli,2 BHK,1165.0,2.0,45.0,2,3862
9502,other,4 BHK,3000.0,4.0,301.0,4,10033
9503,Kanakpura Road,3 BHK,1452.0,3.0,60.0,3,4132
9504,Sarjapur  Road,1 BHK,702.0,1.0,52.0,1,7407
9505,Banashankari,2 BHK,1020.0,2.0,42.83,2,4199
9506,Devanahalli,2 BHK,1340.0,2.0,65.0,2,4850
9507,Marathahalli,2 BHK,1125.0,2.0,54.8,2,4871
9508,other,2 BHK,1160.0,2.0,40.53,2,3493
9509,Vidyaranyapura,2 BHK,1050.0,2.0,50.0,2,4761
9510,JP Nagar,3 BHK,1960.0,3.0,138.0,3,7040
9511,other,2 BHK,1200.0,3.0,52.0,2,4333
9512,Judicial Layout,3 Bedroom,1200.0,4.0,220.0,3,18333
9513,Old Airport Road,4 BHK,3496.0,4.0,262.0,4,7494
9514,Electronic City,2 BHK,975.0,2.0,32.0,2,3282
9515,Kudlu,3 BHK,1700.0,3.0,125.0,3,7352
9516,8th Phase JP Nagar,4 Bedroom,1800.0,4.0,230.0,4,12777
9517,other,4 Bedroom,612.0,3.0,47.0,4,7679
9518,other,2 BHK,1275.0,2.0,69.0,2,5411
9519,Yeshwanthpur,1 BHK,650.0,1.0,40.0,1,6153
9520,Kasavanhalli,2 BHK,1495.0,2.0,110.0,2,7357
9521,Hebbal,2 BHK,1200.0,2.0,48.0,2,4000
9522,Sarjapura - Attibele Road,5 Bedroom,3750.0,6.0,295.0,5,7866
9523,Hennur Road,3 BHK,1679.0,3.0,94.86,3,5649
9524,Kaval Byrasandra,3 BHK,1450.0,3.0,75.0,3,5172
9525,Balagere,2 BHK,1210.0,2.0,82.0,2,6776
9526,other,3 BHK,1300.0,2.0,51.0,3,3923
9527,Judicial Layout,2 BHK,1165.0,2.0,49.61,2,4258
9528,other,3 BHK,1623.0,3.0,155.0,3,9550
9529,Channasandra,2 BHK,1115.0,2.0,35.8,2,3210
9530,BTM Layout,1 BHK,450.0,1.0,20.0,1,4444
9531,Electronics City Phase 1,2 BHK,1170.0,2.0,62.0,2,5299
9532,KR Puram,4 Bedroom,2065.0,4.0,248.0,4,12009
9533,Marathahalli,3 BHK,1700.0,3.0,126.0,3,7411
9534,Uttarahalli,6 Bedroom,1080.0,5.0,160.0,6,14814
9535,Malleshpalya,2 BHK,1245.0,2.0,55.0,2,4417
9536,Kanakapura,2 BHK,1017.0,2.0,66.0,2,6489
9537,7th Phase JP Nagar,6 Bedroom,650.0,6.0,80.0,6,12307
9538,Sarjapur  Road,2 BHK,1242.0,2.0,75.0,2,6038
9539,Yelahanka,3 BHK,1792.0,3.0,104.0,3,5803
9540,other,3 BHK,1275.0,3.0,55.0,3,4313
9541,8th Phase JP Nagar,6 Bedroom,1200.0,6.0,260.0,6,21666
9542,other,3 Bedroom,2400.0,3.0,408.0,3,17000
9543,Electronic City,1 BHK,605.0,1.0,22.0,1,3636
9544,HBR Layout,4 Bedroom,1200.0,4.0,115.0,4,9583
9545,Electronics City Phase 1,3 BHK,1450.0,3.0,79.0,3,5448
9546,Bommenahalli,3 Bedroom,1232.0,3.0,96.0,3,7792
9547,Laggere,5 Bedroom,1800.0,5.0,70.0,5,3888
9548,other,1 Bedroom,900.0,1.0,52.3,1,5811
9549,Kaggadasapura,2 BHK,1200.0,2.0,40.0,2,3333
9550,Kadugodi,4 BHK,2100.0,3.0,204.0,4,9714
9551,Uttarahalli,2 BHK,1065.0,2.0,42.6,2,4000
9552,other,2 BHK,1075.0,2.0,48.38,2,4500
9553,other,6 Bedroom,1508.0,5.0,240.0,6,15915
9554,other,2 BHK,780.0,2.0,31.0,2,3974
9555,7th Phase JP Nagar,2 BHK,1070.0,2.0,42.79,2,3999
9556,Haralur Road,3 BHK,1464.0,3.0,56.0,3,3825
9557,Ramagondanahalli,3 BHK,1910.0,3.0,150.0,3,7853
9558,Cox Town,2 BHK,1280.0,2.0,120.0,2,9375
9559,Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,64.0,3,4183
9560,Bhoganhalli,4 BHK,2439.0,5.0,170.0,4,6970
9561,other,2 BHK,1088.0,2.0,43.5,2,3998
9562,Harlur,2 BHK,1174.0,2.0,78.0,2,6643
9563,Raja Rajeshwari Nagar,3 BHK,1587.0,3.0,73.8,3,4650
9564,Kaggadasapura,2 BHK,1045.0,2.0,55.0,2,5263
9565,Yelahanka,2 BHK,1304.0,2.0,69.97,2,5365
9566,Whitefield,2 BHK,1100.0,2.0,65.0,2,5909
9567,Hennur Road,3 BHK,1482.0,2.0,68.9,3,4649
9568,Devanahalli,3 Bedroom,2125.0,3.0,107.0,3,5035
9569,Varthur,5 BHK,1000.0,4.0,65.0,5,6500
9570,Parappana Agrahara,2 BHK,1194.0,2.0,45.0,2,3768
9571,Kengeri,2 BHK,1200.0,2.0,42.0,2,3500
9572,other,2 BHK,1070.0,2.0,32.99,2,3083
9573,Whitefield,2 BHK,1100.0,2.0,46.5,2,4227
9574,Whitefield,3 BHK,1270.0,2.0,65.0,3,5118
9575,other,2 BHK,1000.0,2.0,31.0,2,3100
9576,Vittasandra,2 BHK,1246.0,2.0,69.0,2,5537
9577,Raja Rajeshwari Nagar,3 BHK,1529.0,3.0,51.77,3,3385
9578,Thanisandra,2 BHK,1185.0,2.0,42.0,2,3544
9579,Gubbalala,2 BHK,1060.0,2.0,46.0,2,4339
9580,Ananth Nagar,3 BHK,1319.0,3.0,37.75,3,2862
9581,Kaikondrahalli,2 BHK,991.0,2.0,64.0,2,6458
9582,Thanisandra,1 BHK,662.0,1.0,38.0,1,5740
9583,other,2 Bedroom,1200.0,2.0,110.0,2,9166
9584,other,3 Bedroom,1400.0,2.0,78.0,3,5571
9585,Talaghattapura,3 BHK,1575.0,3.0,80.0,3,5079
9586,Hosakerehalli,2 Bedroom,600.0,2.0,65.0,2,10833
9587,Electronic City,5 Bedroom,717.0,5.0,78.0,5,10878
9588,Ananth Nagar,3 BHK,1319.0,3.0,42.0,3,3184
9589,Brookefield,3 Bedroom,2000.0,3.0,300.0,3,15000
9590,9th Phase JP Nagar,3 Bedroom,600.0,3.0,85.0,3,14166
9591,Electronics City Phase 1,2 BHK,940.0,2.0,48.0,2,5106
9592,Singasandra,1 Bedroom,600.0,1.0,45.0,1,7500
9593,Chandapura,2 BHK,985.0,2.0,25.12,2,2550
9594,Kodigehalli,2 Bedroom,500.0,1.0,55.0,2,11000
9595,Bharathi Nagar,2 BHK,1349.0,2.0,56.7,2,4203
9596,Whitefield,3 Bedroom,3117.0,3.0,261.0,3,8373
9597,HSR Layout,3 BHK,1844.0,3.0,95.0,3,5151
9598,Thigalarapalya,3 BHK,1830.0,4.0,150.0,3,8196
9599,Sarjapur  Road,3 BHK,2275.0,4.0,185.0,3,8131
9600,Varthur Road,2 BHK,1140.0,2.0,49.11,2,4307
9601,Banjara Layout,3 Bedroom,900.0,3.0,79.0,3,8777
9602,other,3 BHK,2648.0,3.0,238.0,3,8987
9603,Judicial Layout,5 Bedroom,5400.0,4.0,700.0,5,12962
9604,Banashankari,3 BHK,1372.0,2.0,48.02,3,3500
9605,other,3 BHK,1455.0,2.0,45.0,3,3092
9606,Hebbal,2 BHK,1100.0,2.0,38.0,2,3454
9607,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2,4283
9608,other,3 BHK,1475.0,3.0,80.0,3,5423
9609,Nagavarapalya,3 BHK,1788.0,3.0,164.0,3,9172
9610,Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
9611,Yeshwanthpur,3 BHK,1855.0,3.0,140.0,3,7547
9612,Kudlu Gate,3 BHK,1850.0,3.0,120.0,3,6486
9613,Marathahalli,3 BHK,1315.0,2.0,60.0,3,4562
9614,Whitefield,2 BHK,1216.0,2.0,73.0,2,6003
9615,other,3 BHK,1721.0,3.0,93.0,3,5403
9616,Sonnenahalli,2 BHK,1059.0,2.0,62.0,2,5854
9617,Kadubeesanahalli,2 BHK,1184.0,2.0,55.0,2,4645
9618,Yelahanka,7 Bedroom,1400.0,5.0,175.0,7,12500
9619,Koramangala,3 BHK,2223.0,3.0,300.0,3,13495
9620,other,3 BHK,1480.0,3.0,75.0,3,5067
9621,Kodigehalli,2 BHK,635.0,1.0,28.0,2,4409
9622,BEML Layout,2 Bedroom,2400.0,2.0,228.0,2,9500
9623,JP Nagar,4 Bedroom,1500.0,2.0,87.0,4,5800
9624,Hosa Road,2 BHK,1143.0,2.0,34.2,2,2992
9625,Sarjapur  Road,4 Bedroom,3200.0,4.0,350.0,4,10937
9626,Kanakpura Road,4 Bedroom,3170.0,4.0,250.0,4,7886
9627,other,4 Bedroom,4800.0,4.0,420.0,4,8750
9628,Kothannur,3 BHK,1485.0,2.0,59.4,3,4000
9629,Rajaji Nagar,3 BHK,1640.0,3.0,251.0,3,15304
9630,Hennur,3 BHK,1655.0,2.0,70.5,3,4259
9631,2nd Phase Judicial Layout,2 BHK,900.0,2.0,41.0,2,4555
9632,Somasundara Palya,3 BHK,1600.0,3.0,69.0,3,4312
9633,other,2 BHK,1163.0,2.0,68.0,2,5846
9634,Hennur Road,3 BHK,1654.0,3.0,97.8,3,5912
9635,other,1 BHK,801.0,1.0,33.645,1,4200
9636,other,4 Bedroom,2100.0,3.0,1000.0,4,47619
9637,Bellandur,3 BHK,1685.0,3.0,101.0,3,5994
9638,Banashankari,3 BHK,1540.0,3.0,80.0,3,5194
9639,Thanisandra,2 BHK,1265.0,2.0,72.0,2,5691
9640,Kasavanhalli,3 BHK,1200.0,2.0,38.4,3,3200
9641,other,3 BHK,1300.0,2.0,80.0,3,6153
9642,Sultan Palaya,2 BHK,1009.0,2.0,65.0,2,6442
9643,other,3 BHK,1540.0,3.0,65.0,3,4220
9644,Bellandur,3 BHK,1735.0,3.0,105.0,3,6051
9645,HSR Layout,4 Bedroom,2500.0,4.0,300.0,4,12000
9646,Marsur,2 BHK,497.0,1.0,20.0,2,4024
9647,Hosakerehalli,3 BHK,2480.0,4.0,265.0,3,10685
9648,Electronic City,2 BHK,1142.0,2.0,35.0,2,3064
9649,other,3 BHK,1215.0,2.0,46.8,3,3851
9650,Electronic City,2 BHK,1070.0,2.0,48.0,2,4485
9651,Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888
9652,Bommasandra Industrial Area,2 BHK,1125.0,2.0,32.49,2,2888
9653,Kasavanhalli,2 BHK,1575.0,2.0,85.0,2,5396
9654,Hosa Road,2 BHK,1360.0,2.0,77.61,2,5706
9655,Haralur Road,3 BHK,1710.0,3.0,85.0,3,4970
9656,Electronic City Phase II,2 BHK,1200.0,2.0,34.65,2,2887
9657,Bannerghatta Road,4 BHK,2185.0,3.0,120.0,4,5491
9658,other,4 BHK,2400.0,4.0,135.0,4,5625
9659,Banashankari,2 BHK,1195.0,2.0,35.84,2,2999
9660,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377
9661,Bannerghatta Road,2 BHK,1012.0,2.0,45.0,2,4446
9662,other,2 BHK,998.0,2.0,65.0,2,6513
9663,Doddaballapur,3 Bedroom,2400.0,3.0,250.0,3,10416
9664,7th Phase JP Nagar,2 BHK,1130.0,2.0,85.0,2,7522
9665,Koramangala,3 BHK,1744.0,4.0,210.0,3,12041
9666,Rajaji Nagar,4 BHK,2733.0,5.0,259.0,4,9476
9667,Karuna Nagar,3 BHK,1354.0,2.0,98.0,3,7237
9668,other,10 Bedroom,3300.0,9.0,450.0,10,13636
9669,Brookefield,2 BHK,1389.0,2.0,94.0,2,6767
9670,Sarjapur,4 Bedroom,2970.0,3.0,130.0,4,4377
9671,Cooke Town,3 BHK,2560.0,4.0,310.0,3,12109
9672,Lakshminarayana Pura,2 BHK,1172.0,2.0,75.0,2,6399
9673,other,3 Bedroom,500.0,2.0,75.0,3,15000
9674,Kaggadasapura,3 BHK,1495.0,3.0,60.0,3,4013
9675,Varthur,2 BHK,1738.0,2.0,57.35,2,3299
9676,Dodda Nekkundi,2 BHK,1315.0,2.0,50.0,2,3802
9677,Marathahalli,2 BHK,1270.0,2.0,73.0,2,5748
9678,Electronic City Phase II,2 BHK,1160.0,2.0,52.2,2,4500
9679,Raja Rajeshwari Nagar,3 BHK,1450.0,2.0,67.0,3,4620
9680,Rayasandra,1 BHK,470.0,1.0,21.0,1,4468
9681,other,2 BHK,1040.0,2.0,78.0,2,7500
9682,Sarjapur,2 BHK,1205.0,2.0,29.0,2,2406
9683,other,3 BHK,1215.0,2.0,50.0,3,4115
9684,Whitefield,2 BHK,1135.0,2.0,58.0,2,5110
9685,8th Phase JP Nagar,3 BHK,1224.0,2.0,48.95,3,3999
9686,Budigere,1 BHK,664.0,1.0,34.0,1,5120
9687,Electronic City,3 BHK,1160.0,2.0,42.0,3,3620
9688,Babusapalaya,2 Bedroom,1200.0,2.0,105.0,2,8750
9689,Bommasandra Industrial Area,3 BHK,1220.0,2.0,35.2,3,2885
9690,Bharathi Nagar,2 BHK,1328.0,2.0,69.0,2,5195
9691,other,2 BHK,975.0,2.0,45.0,2,4615
9692,other,3 BHK,1907.0,2.0,200.0,3,10487
9693,Malleshwaram,2 BHK,900.0,2.0,72.0,2,8000
9694,other,2 BHK,1330.0,2.0,80.0,2,6015
9695,Rajiv Nagar,4 BHK,2330.0,5.0,175.0,4,7510
9696,Munnekollal,3 BHK,1222.0,3.0,95.0,3,7774
9697,other,3 Bedroom,4446.0,3.0,410.0,3,9221
9698,Sarjapur  Road,3 BHK,2100.0,3.0,135.0,3,6428
9699,Sarjapur  Road,4 BHK,3335.0,4.0,290.0,4,8695
9700,Whitefield,3 Bedroom,3150.0,3.0,290.0,3,9206
9701,other,3 Bedroom,1320.0,2.0,95.0,3,7196
9702,9th Phase JP Nagar,7 Bedroom,820.0,7.0,140.0,7,17073
9703,other,5 Bedroom,8000.0,5.0,550.0,5,6875
9704,Hennur Road,4 Bedroom,2400.0,5.0,500.0,4,20833
9705,Uttarahalli,3 BHK,1330.0,2.0,46.55,3,3500
9706,Hosur Road,4 Bedroom,2000.0,4.0,130.0,4,6500
9707,Electronic City Phase II,2 BHK,1244.0,2.0,55.0,2,4421
9708,other,2 BHK,1000.0,2.0,50.0,2,5000
9709,other,3 BHK,1400.0,3.0,45.0,3,3214
9710,other,2 BHK,1000.0,2.0,35.0,2,3500
9711,Rajaji Nagar,2 Bedroom,1056.0,1.0,250.0,2,23674
9712,Uttarahalli,3 BHK,1250.0,2.0,50.0,3,4000
9713,Hebbal,4 BHK,2630.0,5.0,188.0,4,7148
9714,other,2 BHK,1225.0,2.0,48.0,2,3918
9715,Hebbal,4 BHK,2790.0,5.0,198.0,4,7096
9716,Indira Nagar,4 BHK,2800.0,4.0,365.0,4,13035
9717,Seegehalli,3 BHK,1683.0,3.0,80.0,3,4753
9718,Yelahanka,2 BHK,1250.0,2.0,54.0,2,4320
9719,Hennur Road,3 BHK,1305.0,2.0,110.0,3,8429
9720,Sarjapur  Road,3 Bedroom,3009.0,3.0,331.0,3,11000
9721,Kaggalipura,3 BHK,1150.0,2.0,57.5,3,5000
9722,Kaggadasapura,3 BHK,1654.0,3.0,70.0,3,4232
9723,other,4 BHK,4500.0,3.0,225.0,4,5000
9724,Kadugodi,3 BHK,1890.0,4.0,125.0,3,6613
9725,Kasavanhalli,2 BHK,1069.0,2.0,55.0,2,5144
9726,Chandapura,2 BHK,750.0,1.0,18.5,2,2466
9727,Banashankari,4 Bedroom,675.0,4.0,140.0,4,20740
9728,Hormavu,3 Bedroom,2400.0,3.0,177.0,3,7375
9729,2nd Stage Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,20000
9730,Koramangala,4 Bedroom,1410.0,2.0,280.0,4,19858
9731,7th Phase JP Nagar,3 BHK,1680.0,3.0,130.0,3,7738
9732,other,3 BHK,3500.0,4.0,500.0,3,14285
9733,Sarjapur  Road,3 BHK,1700.0,3.0,93.5,3,5500
9734,other,4 Bedroom,2200.0,2.0,150.0,4,6818
9735,Thanisandra,3 BHK,1595.0,3.0,105.0,3,6583
9736,Hennur Road,3 BHK,1480.0,3.0,100.0,3,6756
9737,other,3 Bedroom,1092.0,3.0,95.0,3,8699
9738,Koramangala,3 BHK,1866.0,4.0,245.0,3,13129
9739,Hebbal,3 BHK,3895.0,3.0,390.0,3,10012
9740,Banashankari,3 BHK,1683.0,3.0,115.0,3,6833
9741,Dasanapura,2 BHK,545.0,2.0,22.34,2,4099
9742,Banaswadi,2 BHK,1340.0,2.0,73.0,2,5447
9743,other,3 BHK,1100.0,3.0,53.0,3,4818
9744,Akshaya Nagar,1 Bedroom,2000.0,1.0,200.0,1,10000
9745,Whitefield,2 BHK,1185.0,2.0,56.0,2,4725
9746,Chandapura,2 BHK,1025.0,2.0,27.68,2,2700
9747,Haralur Road,3 BHK,1730.0,3.0,95.0,3,5491
9748,Hennur Road,3 BHK,1450.0,3.0,88.6,3,6110
9749,Sarjapur  Road,3 BHK,1862.0,4.0,110.0,3,5907
9750,Sarjapur  Road,4 Bedroom,4000.0,5.0,578.0,4,14450
9751,Old Madras Road,3 BHK,2430.0,5.0,180.0,3,7407
9752,Hoodi,1 BHK,863.0,1.0,40.55,1,4698
9753,other,2 BHK,1170.0,2.0,50.0,2,4273
9754,other,2 BHK,1075.0,2.0,50.0,2,4651
9755,Kodichikkanahalli,2 BHK,1060.0,2.0,34.0,2,3207
9756,Sarjapur,2 BHK,850.0,2.0,32.0,2,3764
9757,other,2 BHK,935.0,2.0,45.9,2,4909
9758,Gollarapalya Hosahalli,4 BHK,1905.0,3.0,86.0,4,4514
9759,other,6 Bedroom,2000.0,6.0,300.0,6,15000
9760,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177
9761,9th Phase JP Nagar,6 Bedroom,600.0,6.0,75.0,6,12500
9762,Chikkabanavar,4 Bedroom,1500.0,4.0,105.0,4,7000
9763,Bannerghatta Road,3 BHK,1725.0,3.0,85.0,3,4927
9764,other,2 BHK,1120.0,2.0,36.0,2,3214
9765,Brookefield,3 BHK,1750.0,2.0,75.0,3,4285
9766,7th Phase JP Nagar,3 BHK,2000.0,3.0,77.0,3,3850
9767,Koramangala,3 BHK,1745.0,3.0,98.0,3,5616
9768,other,5 Bedroom,750.0,3.0,95.0,5,12666
9769,Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350
9770,Iblur Village,5 BHK,5384.0,5.0,420.0,5,7800
9771,Sahakara Nagar,2 BHK,1180.0,2.0,72.0,2,6101
9772,other,2 BHK,1130.0,2.0,75.0,2,6637
9773,Old Airport Road,4 BHK,2774.0,4.0,197.0,4,7101
9774,Ardendale,3 BHK,1723.0,3.0,95.0,3,5513
9775,Mysore Road,2 BHK,1175.0,2.0,70.5,2,6000
9776,Ambalipura,3 BHK,1607.0,2.0,112.0,3,6969
9777,other,2 BHK,1334.0,2.0,62.0,2,4647
9778,Vishwapriya Layout,5 Bedroom,2800.0,5.0,130.0,5,4642
9779,Bellandur,3 BHK,1138.0,3.0,128.0,3,11247
9780,Bannerghatta,2 BHK,1113.0,2.0,70.0,2,6289
9781,9th Phase JP Nagar,3 BHK,1300.0,2.0,58.0,3,4461
9782,Judicial Layout,4 Bedroom,2400.0,4.0,350.0,4,14583
9783,Sahakara Nagar,2 BHK,1200.0,2.0,60.0,2,5000
9784,other,3 BHK,1900.0,3.0,190.0,3,10000
9785,Jakkur,4 BHK,5150.0,4.0,559.0,4,10854
9786,2nd Stage Nagarbhavi,5 Bedroom,1200.0,5.0,290.0,5,24166
9787,Whitefield,4 BHK,2956.0,5.0,234.0,4,7916
9788,Begur Road,5 Bedroom,1100.0,5.0,165.0,5,15000
9789,Panathur,2 BHK,1398.0,2.0,97.0,2,6938
9790,Margondanahalli,2 Bedroom,1152.0,1.0,66.0,2,5729
9791,other,4 Bedroom,1200.0,5.0,325.0,4,27083
9792,Nagavara,2 BHK,1110.0,2.0,44.95,2,4049
9793,Devarachikkanahalli,2 BHK,1116.0,2.0,47.0,2,4211
9794,Babusapalaya,2 BHK,1061.0,2.0,33.84,2,3189
9795,Malleshwaram,1 BHK,620.0,1.0,86.8,1,14000
9796,7th Phase JP Nagar,3 BHK,1300.0,2.0,52.0,3,4000
9797,Yelahanka,2 BHK,1270.0,2.0,57.0,2,4488
9798,other,2 BHK,966.0,2.0,50.0,2,5175
9799,other,4 Bedroom,1200.0,4.0,110.0,4,9166
9800,Kodigehalli,4 Bedroom,1320.0,4.0,249.0,4,18863
9801,Iblur Village,4 BHK,3596.0,5.0,297.0,4,8259
9802,other,3 BHK,1630.0,3.0,131.0,3,8036
9803,other,5 BHK,600.0,6.0,72.0,5,12000
9804,other,4 Bedroom,600.0,4.0,60.0,4,10000
9805,Amruthahalli,2 BHK,1202.0,2.0,65.0,2,5407
9806,other,4 Bedroom,1200.0,4.0,250.0,4,20833
9807,Jakkur,2 BHK,1300.0,2.0,80.0,2,6153
9808,Uttarahalli,6 Bedroom,1200.0,6.0,330.0,6,27500
9809,Electronic City,3 BHK,1360.0,2.0,70.0,3,5147
9810,Hennur Road,2 BHK,1155.0,2.0,69.18,2,5989
9811,Hosakerehalli,3 BHK,2378.0,3.0,310.0,3,13036
9812,Hulimavu,2 BHK,1011.0,2.0,38.0,2,3758
9813,HSR Layout,2 BHK,1203.0,2.0,72.0,2,5985
9814,Hebbal,3 BHK,1645.0,3.0,113.0,3,6869
9815,Horamavu Agara,3 BHK,1364.0,2.0,50.0,3,3665
9816,Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000
9817,other,1 BHK,1050.0,2.0,41.0,1,3904
9818,Kothanur,3 BHK,1365.0,3.0,66.0,3,4835
9819,Jigani,3 BHK,1252.0,3.0,70.0,3,5591
9820,Jigani,3 BHK,1221.0,3.0,65.0,3,5323
9821,Panathur,2 BHK,1065.0,2.0,58.0,2,5446
9822,Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350
9823,Sahakara Nagar,2 BHK,1032.0,2.0,45.0,2,4360
9824,Frazer Town,4 BHK,2900.0,4.0,325.0,4,11206
9825,Sector 2 HSR Layout,3 BHK,1515.0,2.0,69.0,3,4554
9826,other,2 BHK,1427.0,2.0,52.0,2,3644
9827,Magadi Road,2 BHK,940.0,2.0,50.0,2,5319
9828,other,5 Bedroom,800.0,5.0,95.0,5,11875
9829,Bannerghatta Road,3 BHK,1460.0,2.0,80.0,3,5479
9830,Sarjapur  Road,3 BHK,2275.0,4.0,175.0,3,7692
9831,9th Phase JP Nagar,3 BHK,1522.0,3.0,90.0,3,5913
9832,other,3 Bedroom,3210.0,4.0,380.0,3,11838
9833,Thanisandra,2 BHK,1185.0,2.0,42.67,2,3600
9834,other,13 BHK,5425.0,13.0,275.0,13,5069
9835,Banashankari,3 BHK,1800.0,3.0,125.0,3,6944
9836,Electronics City Phase 1,2 BHK,940.0,2.0,44.0,2,4680
9837,other,4 Bedroom,1200.0,4.0,135.0,4,11250
9838,Marathahalli,3 BHK,1530.0,3.0,71.0,3,4640
9839,other,2 BHK,1050.0,2.0,48.0,2,4571
9840,Subramanyapura,2 BHK,929.0,2.0,49.0,2,5274
9841,Banjara Layout,4 Bedroom,3750.0,5.0,145.0,4,3866
9842,Whitefield,3 BHK,1530.0,3.0,75.0,3,4901
9843,other,2 Bedroom,900.0,2.0,48.0,2,5333
9844,Vasanthapura,2 BHK,978.0,2.0,34.22,2,3498
9845,other,4 BHK,4041.0,4.0,345.0,4,8537
9846,Ambalipura,1 BHK,770.0,1.0,43.82,1,5690
9847,Kaval Byrasandra,2 BHK,1066.0,2.0,55.0,2,5159
9848,Electronic City,1 BHK,635.0,1.0,28.0,1,4409
9849,Whitefield,2 BHK,1015.0,2.0,45.0,2,4433
9850,Hebbal,2 BHK,1175.0,2.0,54.05,2,4600
9851,Chikkabanavar,4 Bedroom,1200.0,4.0,130.0,4,10833
9852,Vidyaranyapura,2 BHK,1188.0,2.0,50.0,2,4208
9853,Indira Nagar,5 Bedroom,2400.0,5.0,700.0,5,29166
9854,other,1 BHK,620.0,1.0,25.0,1,4032
9855,other,2 BHK,1210.0,2.0,75.0,2,6198
9856,Attibele,3 Bedroom,1000.0,3.0,90.0,3,9000
9857,Rajaji Nagar,3 BHK,1500.0,2.0,99.0,3,6600
9858,Electronic City,4 Bedroom,1800.0,3.0,190.0,4,10555
9859,Thanisandra,2 BHK,1185.0,2.0,43.66,2,3684
9860,Basavangudi,3 BHK,1600.0,3.0,130.0,3,8125
9861,Gottigere,2 BHK,1100.0,2.0,28.0,2,2545
9862,Yelahanka,2 BHK,1300.0,2.0,69.23,2,5325
9863,Kasavanhalli,2 BHK,1100.0,2.0,68.0,2,6181
9864,Ambalipura,2 BHK,860.0,2.0,28.93,2,3363
9865,Panathur,2 BHK,1007.0,2.0,64.0,2,6355
9866,Akshaya Nagar,2 BHK,1100.0,2.0,48.0,2,4363
9867,Whitefield,2 BHK,1187.0,2.0,38.0,2,3201
9868,R.T. Nagar,2 BHK,1150.0,2.0,72.0,2,6260
9869,Nagavara,3 BHK,2400.0,3.0,252.0,3,10500
9870,other,2 BHK,1180.0,2.0,41.94,2,3554
9871,Budigere,3 BHK,1820.0,3.0,85.2,3,4681
9872,other,6 Bedroom,1200.0,6.0,180.0,6,15000
9873,other,3 Bedroom,2400.0,6.0,775.0,3,32291
9874,KR Puram,4 BHK,3628.0,4.0,246.0,4,6780
9875,other,3 BHK,1430.0,3.0,70.0,3,4895
9876,Kanakpura Road,2 BHK,700.0,2.0,40.0,2,5714
9877,other,2 Bedroom,1200.0,1.0,70.0,2,5833
9878,Old Madras Road,2 BHK,1165.0,2.0,40.77,2,3499
9879,Jalahalli,3 BHK,1569.0,3.0,118.0,3,7520
9880,other,3 BHK,1950.0,4.0,95.0,3,4871
9881,other,2 Bedroom,1200.0,3.0,70.0,2,5833
9882,Yelahanka New Town,3 BHK,2437.0,3.0,125.0,3,5129
9883,Marathahalli,2 BHK,950.0,2.0,46.7,2,4915
9884,Bellandur,3 BHK,1685.0,3.0,115.0,3,6824
9885,Green Glen Layout,4 BHK,3270.0,4.0,205.0,4,6269
9886,Sarjapur  Road,2 BHK,1314.0,2.0,110.0,2,8371
9887,other,3 BHK,1250.0,3.0,40.0,3,3200
9888,other,2 BHK,1130.0,2.0,68.0,2,6017
9889,other,6 Bedroom,1200.0,9.0,122.0,6,10166
9890,Sultan Palaya,6 Bedroom,890.0,5.0,160.0,6,17977
9891,other,3 Bedroom,857.0,3.0,95.0,3,11085
9892,Whitefield,3 BHK,2247.0,3.0,145.0,3,6453
